,markets,count
1197,appchina|fdroid|1mobile|PlayDrone|proandroid|google play,1
1198,appchina|fdroid|anzhi,1
1199,appchina|freewarelovers,40
1200,appchina|freewarelovers|angeeks,5
1201,appchina|freewarelovers|angeeks|google play,1
1202,appchina|freewarelovers|anzhi,1
1203,appchina|freewarelovers|anzhi|google play|PlayDrone,1
1204,appchina|freewarelovers|google play,7
1205,appchina|freewarelovers|google play|VirusShare,1
1206,appchina|freewarelovers|google play|angeeks,1
1207,appchina|freewarelovers|proandroid|google play,1
1208,appchina|genome,14
1209,appchina|genome|VirusShare,1
1210,appchina|hiapk,179
1211,appchina|hiapk|1mobile|google play,1
1212,appchina|hiapk|1mobile|google play|PlayDrone,1
1213,appchina|hiapk|PlayDrone|google play,3
1214,appchina|hiapk|VirusShare,3
1215,appchina|hiapk|VirusShare|anzhi,1
1216,appchina|hiapk|angeeks,2
1217,appchina|hiapk|angeeks|torrents,1
1218,appchina|hiapk|anzhi,9
1219,appchina|hiapk|anzhi|google play,1
1220,appchina|hiapk|google play,27
1221,appchina|hiapk|google play|PlayDrone,4
1222,appchina|hiapk|google play|VirusShare,1
1223,appchina|hiapk|google play|anzhi|PlayDrone,1
1224,appchina|mi.com,1356
1225,appchina|mi.com|PlayDrone|anzhi|google play,1
1226,appchina|mi.com|PlayDrone|google play,7
1227,appchina|mi.com|PlayDrone|google play|anzhi,1
1228,appchina|mi.com|VirusShare,12
1229,appchina|mi.com|VirusShare|anzhi,1
1230,appchina|mi.com|angeeks,4
1231,appchina|mi.com|angeeks|anzhi,1
1232,appchina|mi.com|anzhi,202
1233,appchina|mi.com|anzhi|PlayDrone|google play,4
1234,appchina|mi.com|anzhi|VirusShare,1
1235,appchina|mi.com|anzhi|google play,1
1236,appchina|mi.com|google play,46
1237,appchina|mi.com|google play|PlayDrone,5
1238,appchina|mi.com|google play|PlayDrone|anzhi,2
1239,appchina|mi.com|google play|anzhi,1
1240,appchina|mi.com|google play|anzhi|PlayDrone,2
1241,appchina|google play,15787
1242,appchina|google play|1mobile,109
1243,appchina|google play|1mobile|PlayDrone,25
1244,appchina|google play|1mobile|PlayDrone|angeeks,1
1245,appchina|google play|1mobile|VirusShare,1
1246,appchina|google play|1mobile|VirusShare|PlayDrone,1
1247,appchina|google play|1mobile|VirusShare|hiapk,1
1248,appchina|google play|1mobile|angeeks,2
1249,appchina|google play|1mobile|angeeks|PlayDrone,1
1250,appchina|google play|1mobile|angeeks|PlayDrone|anzhi,1
1251,appchina|google play|1mobile|anzhi,1
1252,appchina|google play|1mobile|anzhi|PlayDrone,1
1253,appchina|google play|1mobile|anzhi|freewarelovers,1
1254,appchina|google play|1mobile|hiapk|PlayDrone,1
1255,appchina|google play|1mobile|proandroid,6
1256,appchina|google play|1mobile|torrents,1
1257,appchina|google play|PlayDrone,2003
1258,appchina|google play|PlayDrone|1mobile,26
1259,appchina|google play|PlayDrone|1mobile|angeeks,1
1260,appchina|google play|PlayDrone|1mobile|anzhi,1
1261,appchina|google play|PlayDrone|VirusShare,5
1262,appchina|google play|PlayDrone|angeeks,8
1263,appchina|google play|PlayDrone|angeeks|1mobile,1
1264,appchina|google play|PlayDrone|angeeks|1mobile|VirusShare,1
1265,appchina|google play|PlayDrone|anzhi,39
1266,appchina|google play|PlayDrone|hiapk,6
1267,appchina|google play|PlayDrone|mi.com,6
1268,appchina|google play|PlayDrone|proandroid,1
1269,appchina|google play|PlayDrone|slideme,8
1270,appchina|google play|VirusShare,28
1271,appchina|google play|VirusShare|1mobile|PlayDrone,1
1272,appchina|google play|VirusShare|PlayDrone,5
1273,appchina|google play|VirusShare|PlayDrone|1mobile,1
1274,appchina|google play|VirusShare|PlayDrone|angeeks,1
1275,appchina|google play|VirusShare|proandroid,1
1276,appchina|google play|angeeks,43
1277,appchina|google play|angeeks|1mobile,2
1278,appchina|google play|angeeks|PlayDrone,7
1279,appchina|google play|angeeks|anzhi,5
1280,appchina|google play|angeeks|anzhi|mi.com,1
1281,appchina|google play|angeeks|freewarelovers|1mobile|anzhi,1
1282,appchina|google play|angeeks|proandroid,1
1283,appchina|google play|anzhi,152
1284,appchina|google play|anzhi|1mobile,2
1285,appchina|google play|anzhi|1mobile|PlayDrone,1
1286,appchina|google play|anzhi|PlayDrone,49
1287,appchina|google play|anzhi|PlayDrone|hiapk,1
1288,appchina|google play|anzhi|PlayDrone|mi.com,1
1289,appchina|google play|anzhi|VirusShare|PlayDrone,1
1290,appchina|google play|anzhi|angeeks,4
1291,appchina|google play|anzhi|angeeks|PlayDrone,2
1292,appchina|google play|anzhi|hiapk,1
1293,appchina|google play|anzhi|mi.com|PlayDrone,1
1294,appchina|google play|freewarelovers,9
1295,appchina|google play|freewarelovers|angeeks,1
1296,appchina|google play|hiapk,32
1297,appchina|google play|hiapk|1mobile|PlayDrone,1
1298,appchina|google play|hiapk|PlayDrone,6
1299,appchina|google play|hiapk|VirusShare,1
1300,appchina|google play|mi.com,69
1301,appchina|google play|mi.com|PlayDrone,3
1302,appchina|google play|mi.com|anzhi,1
1303,appchina|google play|mi.com|anzhi|PlayDrone,1
1304,appchina|google play|mi.com|slideme,1
1305,appchina|google play|proandroid,11
1306,appchina|google play|proandroid|1mobile,1
1307,appchina|google play|proandroid|angeeks,1
1308,appchina|google play|proandroid|anzhi,1
1309,appchina|google play|proandroid|freewarelovers,1
1310,appchina|google play|proandroid|slideme,1
1311,appchina|google play|slideme,43
1312,appchina|google play|slideme|1mobile,3
1313,appchina|google play|slideme|1mobile|PlayDrone,1
1314,appchina|google play|slideme|PlayDrone,2
1315,appchina|google play|slideme|PlayDrone|1mobile,2
1316,appchina|google play|slideme|anzhi,1
1317,appchina|proandroid,42
1318,appchina|proandroid|1mobile,2
1319,appchina|proandroid|1mobile|anzhi,1
1320,appchina|proandroid|1mobile|google play,3
1321,appchina|proandroid|PlayDrone|google play,1
1322,appchina|proandroid|PlayDrone|slideme|google play,1
1323,appchina|proandroid|anzhi|freewarelovers|angeeks|google play,1
1324,appchina|proandroid|google play,11
1325,appchina|proandroid|google play|1mobile,3
1326,appchina|proandroid|google play|PlayDrone,2
1327,appchina|proandroid|google play|PlayDrone|angeeks,1
1328,appchina|proandroid|google play|anzhi,1
1329,appchina|proandroid|slideme,2
1330,appchina|proandroid|slideme|google play|freewarelovers,1
1331,appchina|slideme,270
1332,appchina|slideme|1mobile,3
1333,appchina|slideme|1mobile|PlayDrone|google play,1
1334,appchina|slideme|1mobile|google play,1
1335,appchina|slideme|PlayDrone|google play,2
1336,appchina|slideme|VirusShare,1
1337,appchina|slideme|angeeks,3
1338,appchina|slideme|angeeks|anzhi|PlayDrone|google play,1
1339,appchina|slideme|angeeks|google play,2
1340,appchina|slideme|anzhi,3
1341,appchina|slideme|mi.com|PlayDrone|proandroid|google play,1
1342,appchina|slideme|google play,41
1343,appchina|slideme|google play|1mobile,1
1344,appchina|slideme|google play|PlayDrone,6
1345,appchina|slideme|google play|anzhi,1
1346,appchina|slideme|google play|mi.com,1
1347,appchina|slideme|proandroid,2
1348,appchina|slideme|proandroid|google play,1
1349,appchina|torrents,91
1350,appchina|torrents|1mobile,2
1351,appchina|torrents|PlayDrone|google play,1
1352,appchina|torrents|VirusShare,1
1353,appchina|torrents|angeeks,7
1354,appchina|torrents|angeeks|1mobile,1
1355,appchina|torrents|anzhi,5
1356,appchina|torrents|anzhi|angeeks,1
1357,appchina|unknown,1
1358,fdroid,18212
1359,fdroid|PlayDrone|appchina|google play,1
1360,fdroid|PlayDrone|google play,1
1361,fdroid|VirusShare,3
1362,fdroid|angeeks,2
1363,fdroid|anzhi,1
1364,fdroid|appchina,7
1365,fdroid|appchina|freewarelovers,1
1366,fdroid|appchina|google play,3
1367,fdroid|freewarelovers|angeeks,1
1368,fdroid|freewarelovers|google play,1
1369,fdroid|google play,16
1370,fdroid|google play|PlayDrone,2
1371,fdroid|google play|appchina,1
1372,fdroid|unknown,3
1373,freewarelovers,3166
1374,freewarelovers|1mobile,16
1375,freewarelovers|1mobile|angeeks,2
1376,freewarelovers|1mobile|angeeks|proandroid|google play|PlayDrone,1
1377,freewarelovers|1mobile|appchina,1
1378,freewarelovers|1mobile|google play,1
1379,freewarelovers|1mobile|google play|PlayDrone,1
1380,freewarelovers|1mobile|google play|VirusShare|appchina,1
1381,freewarelovers|1mobile|slideme,1
1382,freewarelovers|1mobile|slideme|proandroid,1
1383,freewarelovers|PlayDrone|angeeks|google play,1
1384,freewarelovers|PlayDrone|appchina|google play|1mobile,1
1385,freewarelovers|PlayDrone|google play,7
1386,freewarelovers|VirusShare,11
1387,freewarelovers|VirusShare|angeeks,1
1388,freewarelovers|VirusShare|slideme,1
1389,freewarelovers|angeeks,113
1390,freewarelovers|angeeks|1mobile|google play|PlayDrone,1
1391,freewarelovers|angeeks|PlayDrone|google play,2
1392,freewarelovers|angeeks|appchina,5
1393,freewarelovers|angeeks|appchina|slideme|proandroid,1
1394,freewarelovers|angeeks|google play,1
1395,freewarelovers|angeeks|proandroid,2
1396,freewarelovers|anzhi,5
1397,freewarelovers|anzhi|angeeks,1
1398,freewarelovers|anzhi|appchina,1
1399,freewarelovers|appchina,35
1400,freewarelovers|appchina|1mobile,1
1401,freewarelovers|appchina|PlayDrone|google play|1mobile|anzhi,1
1402,freewarelovers|appchina|VirusShare,1
1403,freewarelovers|appchina|angeeks|1mobile|google play,1
1404,freewarelovers|appchina|google play,9
1405,freewarelovers|appchina|google play|PlayDrone,1
1406,freewarelovers|appchina|google play|anzhi,1
1407,freewarelovers|appchina|google play|proandroid,1
1408,freewarelovers|appchina|proandroid|slideme,1
1409,freewarelovers|fdroid,2
1410,freewarelovers|fdroid|angeeks,1
1411,freewarelovers|fdroid|google play,1
1412,freewarelovers|hiapk|appchina|angeeks|google play|anzhi,1
1413,freewarelovers|google play,57
1414,freewarelovers|google play|1mobile,1
1415,freewarelovers|google play|1mobile|torrents|PlayDrone,1
1416,freewarelovers|google play|PlayDrone,14
1417,freewarelovers|google play|PlayDrone|angeeks,1
1418,freewarelovers|google play|PlayDrone|proandroid|1mobile,1
1419,freewarelovers|google play|PlayDrone|slideme,1
1420,freewarelovers|google play|angeeks,1
1421,freewarelovers|google play|angeeks|PlayDrone,1
1422,freewarelovers|google play|angeeks|VirusShare|appchina,1
1423,freewarelovers|google play|angeeks|appchina,1
1424,freewarelovers|google play|appchina,3
1425,freewarelovers|google play|appchina|PlayDrone,1
1426,freewarelovers|proandroid,13
1427,freewarelovers|proandroid|angeeks,1
1428,freewarelovers|proandroid|angeeks|1mobile|slideme,1
1429,freewarelovers|proandroid|slideme,1
1430,freewarelovers|proandroid|slideme|google play|appchina,1
1431,freewarelovers|slideme,24
1432,freewarelovers|slideme|1mobile,2
1433,freewarelovers|slideme|PlayDrone|google play,1
1434,freewarelovers|slideme|angeeks,1
1435,freewarelovers|slideme|appchina,1
1436,freewarelovers|slideme|proandroid,5
1437,freewarelovers|slideme|proandroid|angeeks,1
1438,freewarelovers|torrents,22
1439,freewarelovers|torrents|fdroid,1
1440,genome,1005
1441,genome|VirusShare,96
1442,genome|VirusShare|angeeks,2
1443,genome|VirusShare|appchina,1
1444,genome|angeeks,9
1445,genome|appchina,2
1446,hiapk,1460
1447,hiapk|1mobile,1
1448,hiapk|1mobile|PlayDrone|appchina|google play,1
1449,hiapk|1mobile|VirusShare|PlayDrone|google play,1
1450,hiapk|1mobile|google play,1
1451,hiapk|1mobile|google play|PlayDrone,2
1452,hiapk|PlayDrone|appchina,1
1453,hiapk|PlayDrone|appchina|1mobile|google play,1
1454,hiapk|PlayDrone|appchina|google play,3
1455,hiapk|PlayDrone|appchina|google play|1mobile,1
1456,hiapk|PlayDrone|google play,7
1457,hiapk|PlayDrone|google play|appchina,3
1458,hiapk|PlayDrone|google play|appchina|1mobile,2
1459,hiapk|PlayDrone|google play|proandroid,1
1460,hiapk|VirusShare,10
1461,hiapk|VirusShare|PlayDrone|angeeks|google play|appchina|proandroid,1
1462,hiapk|VirusShare|appchina,3
1463,hiapk|VirusShare|mi.com|anzhi|appchina,1
1464,hiapk|angeeks|PlayDrone|google play|appchina,1
1465,hiapk|angeeks|appchina,2
1466,hiapk|angeeks|appchina|anzhi,1
1467,hiapk|anzhi,23
1468,hiapk|anzhi|VirusShare,1
1469,hiapk|anzhi|appchina,10
1470,hiapk|anzhi|appchina|freewarelovers|google play|PlayDrone,1
1471,hiapk|anzhi|appchina|google play,1
1472,hiapk|appchina,203
1473,hiapk|appchina|1mobile|google play|PlayDrone,1
1474,hiapk|appchina|PlayDrone|google play,5
1475,hiapk|appchina|PlayDrone|google play|angeeks,1
1476,hiapk|appchina|VirusShare,5
1477,hiapk|appchina|angeeks,1
1478,hiapk|appchina|anzhi,7
1479,hiapk|appchina|anzhi|PlayDrone|google play,1
1480,hiapk|appchina|anzhi|google play,2
1481,hiapk|appchina|google play,32
1482,hiapk|appchina|google play|1mobile,1
1483,hiapk|appchina|google play|PlayDrone,2
1484,hiapk|appchina|google play|PlayDrone|1mobile,1
1485,hiapk|appchina|google play|anzhi,1
1486,hiapk|mi.com,1
1487,hiapk|google play,39
1488,hiapk|google play|1mobile,1
1489,hiapk|google play|PlayDrone,10
1490,hiapk|google play|PlayDrone|anzhi,1
1491,hiapk|google play|PlayDrone|appchina,5
1492,hiapk|google play|PlayDrone|appchina|anzhi,1
1493,hiapk|google play|angeeks,1
1494,hiapk|google play|angeeks|appchina,1
1495,hiapk|google play|anzhi,2
1496,hiapk|google play|anzhi|appchina,1
1497,hiapk|google play|appchina,28
1498,hiapk|google play|appchina|PlayDrone,5
1499,hiapk|google play|appchina|anzhi,1
1500,mi.com,94978
1501,mi.com|1mobile,1
1502,mi.com|1mobile|anzhi,1
1503,mi.com|1mobile|appchina,1
1504,mi.com|1mobile|google play,2
1505,mi.com|PlayDrone,6
1506,mi.com|PlayDrone|anzhi,1
1507,mi.com|PlayDrone|anzhi|google play,7
1508,mi.com|PlayDrone|anzhi|google play|appchina,3
1509,mi.com|PlayDrone|appchina|anzhi|google play,2
1510,mi.com|PlayDrone|appchina|google play,3
1511,mi.com|PlayDrone|google play,60
1512,mi.com|PlayDrone|google play|anzhi,7
1513,mi.com|PlayDrone|google play|anzhi|1mobile|appchina,1
1514,mi.com|PlayDrone|google play|anzhi|appchina,1
1515,mi.com|PlayDrone|google play|appchina,5
1516,mi.com|PlayDrone|google play|appchina|anzhi,1
1517,mi.com|PlayDrone|google play|slideme,1
1518,mi.com|VirusShare,154
1519,mi.com|VirusShare|anzhi,11
1520,mi.com|VirusShare|appchina,7
1521,mi.com|VirusShare|appchina|anzhi,2
1522,mi.com|VirusShare|hiapk|google play|appchina|PlayDrone,1
1523,mi.com|VirusShare|google play,1
1524,mi.com|VirusShare|google play|PlayDrone,1
1525,mi.com|angeeks,14
1526,mi.com|angeeks|PlayDrone|appchina|google play|anzhi,1
1527,mi.com|angeeks|anzhi,2
1528,mi.com|angeeks|appchina,4
1529,mi.com|angeeks|appchina|anzhi,1
1530,mi.com|angeeks|google play|PlayDrone,2
1531,mi.com|anzhi,5381
1532,mi.com|anzhi|PlayDrone,1
1533,mi.com|anzhi|PlayDrone|appchina|google play|hiapk,1
1534,mi.com|anzhi|PlayDrone|google play,6
1535,mi.com|anzhi|PlayDrone|google play|appchina,2
1536,mi.com|anzhi|PlayDrone|slideme|google play,1
1537,mi.com|anzhi|VirusShare,10
1538,mi.com|anzhi|VirusShare|appchina,1
1539,mi.com|anzhi|angeeks,3
1540,mi.com|anzhi|angeeks|VirusShare,1
1541,mi.com|anzhi|angeeks|appchina,1
1542,mi.com|anzhi|appchina,185
1543,mi.com|anzhi|appchina|PlayDrone|google play,1
1544,mi.com|anzhi|appchina|VirusShare,3
1545,mi.com|anzhi|appchina|angeeks,3
1546,mi.com|anzhi|appchina|google play,1
1547,mi.com|anzhi|appchina|google play|PlayDrone,2
1548,mi.com|anzhi|appchina|proandroid,1
1549,mi.com|anzhi|google play,32
1550,mi.com|anzhi|google play|PlayDrone,5
1551,mi.com|anzhi|google play|PlayDrone|appchina,1
1552,mi.com|anzhi|google play|appchina,4
1553,mi.com|anzhi|google play|appchina|PlayDrone,1
1554,mi.com|anzhi|slideme|PlayDrone|proandroid|google play|angeeks|1mobile|appchina,1
1555,mi.com|appchina,1373
1556,mi.com|appchina|PlayDrone,1
1557,mi.com|appchina|PlayDrone|1mobile|angeeks|google play,1
1558,mi.com|appchina|PlayDrone|anzhi|google play,1
1559,mi.com|appchina|PlayDrone|google play,5
1560,mi.com|appchina|VirusShare,14
1561,mi.com|appchina|VirusShare|PlayDrone|google play,1
1562,mi.com|appchina|VirusShare|anzhi,1
1563,mi.com|appchina|VirusShare|anzhi|PlayDrone|google play,1
1564,mi.com|appchina|VirusShare|google play|PlayDrone,1
1565,mi.com|appchina|angeeks,1
1566,mi.com|appchina|angeeks|google play,1
1567,mi.com|appchina|anzhi,196
1568,mi.com|appchina|anzhi|PlayDrone|google play,3
1569,mi.com|appchina|anzhi|google play,1
1570,mi.com|appchina|hiapk,1
1571,mi.com|appchina|google play,55
1572,mi.com|appchina|google play|PlayDrone,11
1573,mi.com|appchina|google play|PlayDrone|1mobile,1
1574,mi.com|appchina|google play|PlayDrone|anzhi,1
1575,mi.com|appchina|google play|anzhi,4
1576,mi.com|appchina|google play|anzhi|PlayDrone,3
1577,mi.com|hiapk|appchina,1
1578,mi.com|google play,862
1579,mi.com|google play|PlayDrone,69
1580,mi.com|google play|PlayDrone|1mobile|appchina,1
1581,mi.com|google play|PlayDrone|anzhi,7
1582,mi.com|google play|PlayDrone|appchina,4
1583,mi.com|google play|PlayDrone|appchina|anzhi,2
1584,mi.com|google play|PlayDrone|appchina|anzhi|angeeks,1
1585,mi.com|google play|PlayDrone|slideme,1
1586,mi.com|google play|VirusShare,1
1587,mi.com|google play|angeeks|anzhi|PlayDrone|appchina,1
1588,mi.com|google play|anzhi,42
1589,mi.com|google play|anzhi|PlayDrone,7
1590,mi.com|google play|appchina,41
1591,mi.com|google play|appchina|PlayDrone,2
1592,mi.com|google play|appchina|PlayDrone|anzhi,1
1593,mi.com|google play|appchina|VirusShare,1
1594,mi.com|google play|appchina|anzhi,3
1595,mi.com|google play|appchina|anzhi|PlayDrone,1
1596,mi.com|google play|proandroid,1
1597,mi.com|proandroid|google play|slideme|angeeks|PlayDrone,1
1598,mi.com|slideme,2
1599,mi.com|slideme|appchina,2
1600,mi.com|slideme|google play|PlayDrone,2
1601,google play,6712339
1602,google play|1mobile,5046
1603,google play|1mobile|PlayDrone,2143
1604,google play|1mobile|PlayDrone|VirusShare,1
1605,google play|1mobile|PlayDrone|angeeks,10
1606,google play|1mobile|PlayDrone|angeeks|appchina,2
1607,google play|1mobile|PlayDrone|angeeks|freewarelovers,1
1608,google play|1mobile|PlayDrone|anzhi,8
1609,google play|1mobile|PlayDrone|anzhi|appchina,1
1610,google play|1mobile|PlayDrone|appchina,20
1611,google play|1mobile|PlayDrone|appchina|angeeks|slideme,1
1612,google play|1mobile|PlayDrone|appchina|slideme,1
1613,google play|1mobile|PlayDrone|proandroid,7
1614,google play|1mobile|PlayDrone|slideme,6
1615,google play|1mobile|PlayDrone|torrents,1
1616,google play|1mobile|VirusShare,7
1617,google play|1mobile|VirusShare|PlayDrone,2
1618,google play|1mobile|VirusShare|angeeks|appchina|PlayDrone,1
1619,google play|1mobile|VirusShare|appchina,1
1620,google play|1mobile|angeeks,7
1621,google play|1mobile|angeeks|PlayDrone,9
1622,google play|1mobile|angeeks|VirusShare,1
1623,google play|1mobile|angeeks|appchina,2
1624,google play|1mobile|angeeks|slideme,1
1625,google play|1mobile|anzhi,4
1626,google play|1mobile|anzhi|PlayDrone,5
1627,google play|1mobile|anzhi|VirusShare,1
1628,google play|1mobile|anzhi|appchina,2
1629,google play|1mobile|appchina,106
1630,google play|1mobile|appchina|PlayDrone,23
1631,google play|1mobile|appchina|PlayDrone|angeeks|hiapk,1
1632,google play|1mobile|appchina|PlayDrone|anzhi,1
1633,google play|1mobile|appchina|angeeks,3
1634,google play|1mobile|appchina|anzhi,3
1635,google play|1mobile|appchina|hiapk,1
1636,google play|1mobile|appchina|proandroid,4
1637,google play|1mobile|appchina|slideme|PlayDrone|proandroid,1
1638,google play|1mobile|freewarelovers,2
1639,google play|1mobile|freewarelovers|PlayDrone|slideme,1
1640,google play|1mobile|proandroid,10
1641,google play|1mobile|proandroid|PlayDrone|slideme,1
1642,google play|1mobile|proandroid|appchina,2
1643,google play|1mobile|proandroid|appchina|PlayDrone,2
1644,google play|1mobile|proandroid|appchina|angeeks,1
1645,google play|1mobile|proandroid|slideme|appchina,1
1646,google play|1mobile|slideme,19
1647,google play|1mobile|slideme|PlayDrone,4
1648,google play|1mobile|torrents,1
1649,google play|1mobile|torrents|angeeks,1
1650,google play|PlayDrone,634288
1651,google play|PlayDrone|1mobile,2084
1652,google play|PlayDrone|1mobile|VirusShare,1
1653,google play|PlayDrone|1mobile|angeeks,14
1654,google play|PlayDrone|1mobile|anzhi,6
1655,google play|PlayDrone|1mobile|appchina,22
1656,google play|PlayDrone|1mobile|freewarelovers|appchina,1
1657,google play|PlayDrone|1mobile|hiapk|appchina,1
1658,google play|PlayDrone|1mobile|proandroid,2
1659,google play|PlayDrone|1mobile|slideme,4
1660,google play|PlayDrone|VirusShare,82
1661,google play|PlayDrone|VirusShare|1mobile,4
1662,google play|PlayDrone|VirusShare|1mobile|appchina,1
1663,google play|PlayDrone|VirusShare|anzhi,4
1664,google play|PlayDrone|VirusShare|appchina,4
1665,google play|PlayDrone|VirusShare|appchina|anzhi,1
1666,google play|PlayDrone|VirusShare|appchina|mi.com,1
1667,google play|PlayDrone|VirusShare|proandroid|1mobile,1
1668,google play|PlayDrone|angeeks,524
1669,google play|PlayDrone|angeeks|1mobile,13
1670,google play|PlayDrone|angeeks|anzhi|appchina,1
1671,google play|PlayDrone|angeeks|appchina,15
1672,google play|PlayDrone|angeeks|appchina|1mobile|proandroid,1
1673,google play|PlayDrone|angeeks|freewarelovers,1
1674,google play|PlayDrone|angeeks|mi.com,1
1675,google play|PlayDrone|angeeks|slideme,2
1676,google play|PlayDrone|angeeks|torrents,1
1677,google play|PlayDrone|anzhi,970
1678,google play|PlayDrone|anzhi|1mobile,3
1679,google play|PlayDrone|anzhi|1mobile|appchina,1
1680,google play|PlayDrone|anzhi|angeeks,4
1681,google play|PlayDrone|anzhi|angeeks|appchina,1
1682,google play|PlayDrone|anzhi|appchina,41
1683,google play|PlayDrone|anzhi|appchina|mi.com,1
1684,google play|PlayDrone|anzhi|mi.com,10
1685,google play|PlayDrone|apk_bang,1
1686,google play|PlayDrone|appchina,1923
1687,google play|PlayDrone|appchina|1mobile,28
1688,google play|PlayDrone|appchina|1mobile|proandroid,1
1689,google play|PlayDrone|appchina|VirusShare,3
1690,google play|PlayDrone|appchina|angeeks,11
1691,google play|PlayDrone|appchina|anzhi,42
1692,google play|PlayDrone|appchina|anzhi|mi.com,1
1693,google play|PlayDrone|appchina|hiapk,5
1694,google play|PlayDrone|appchina|hiapk|anzhi,1
1695,google play|PlayDrone|appchina|mi.com,4
1696,google play|PlayDrone|appchina|proandroid,1
1697,google play|PlayDrone|appchina|slideme,5
1698,google play|PlayDrone|appchina|slideme|angeeks,1
1699,google play|PlayDrone|fdroid,3
1700,google play|PlayDrone|freewarelovers,8
1701,google play|PlayDrone|freewarelovers|1mobile,1
1702,google play|PlayDrone|freewarelovers|angeeks,2
1703,google play|PlayDrone|hiapk,6
1704,google play|PlayDrone|hiapk|appchina,2
1705,google play|PlayDrone|hiapk|appchina|anzhi,1
1706,google play|PlayDrone|mi.com,84
1707,google play|PlayDrone|mi.com|anzhi,5
1708,google play|PlayDrone|mi.com|appchina,9
1709,google play|PlayDrone|mi.com|appchina|anzhi,1
1710,google play|PlayDrone|mi.com|slideme,2
1711,google play|PlayDrone|proandroid,25
1712,google play|PlayDrone|proandroid|1mobile,1
1713,google play|PlayDrone|proandroid|angeeks,1
1714,google play|PlayDrone|proandroid|appchina,1
1715,google play|PlayDrone|proandroid|slideme,2
1716,google play|PlayDrone|slideme,429
1717,google play|PlayDrone|slideme|1mobile,4
1718,google play|PlayDrone|slideme|angeeks,2
1719,google play|PlayDrone|slideme|anzhi,1
1720,google play|PlayDrone|slideme|anzhi|1mobile|appchina,1
1721,google play|PlayDrone|slideme|appchina,7
1722,google play|PlayDrone|slideme|freewarelovers,1
1723,google play|PlayDrone|slideme|proandroid,2
1724,google play|PlayDrone|torrents,5
1725,google play|VirusShare,463
1726,google play|VirusShare|1mobile,8
1727,google play|VirusShare|1mobile|PlayDrone|appchina,2
1728,google play|VirusShare|PlayDrone,96
1729,google play|VirusShare|PlayDrone|1mobile,1
1730,google play|VirusShare|PlayDrone|angeeks,1
1731,google play|VirusShare|PlayDrone|angeeks|appchina,1
1732,google play|VirusShare|PlayDrone|anzhi,1
1733,google play|VirusShare|PlayDrone|appchina,3
1734,google play|VirusShare|PlayDrone|slideme,1
1735,google play|VirusShare|angeeks,1
1736,google play|VirusShare|angeeks|anzhi|appchina,1
1737,google play|VirusShare|anzhi,5
1738,google play|VirusShare|anzhi|PlayDrone,1
1739,google play|VirusShare|anzhi|appchina|PlayDrone,1
1740,google play|VirusShare|appchina,22
1741,google play|VirusShare|appchina|PlayDrone,4
1742,google play|VirusShare|appchina|PlayDrone|anzhi,1
1743,google play|VirusShare|appchina|anzhi,2
1744,google play|VirusShare|appchina|hiapk,1
1745,google play|VirusShare|mi.com|anzhi,2
1746,google play|VirusShare|mi.com|appchina,1
1747,google play|VirusShare|proandroid,1
1748,google play|VirusShare|slideme,2
1749,google play|angeeks,422
1750,google play|angeeks|1mobile,18
1751,google play|angeeks|1mobile|PlayDrone,14
1752,google play|angeeks|PlayDrone,582
1753,google play|angeeks|PlayDrone|1mobile,14
1754,google play|angeeks|PlayDrone|1mobile|appchina,1
1755,google play|angeeks|PlayDrone|VirusShare|appchina|anzhi,1
1756,google play|angeeks|PlayDrone|anzhi,3
1757,google play|angeeks|PlayDrone|appchina,10
1758,google play|angeeks|PlayDrone|appchina|1mobile,1
1759,google play|angeeks|PlayDrone|appchina|anzhi,1
1760,google play|angeeks|PlayDrone|appchina|anzhi|1mobile,1
1761,google play|angeeks|PlayDrone|mi.com|appchina,1
1762,google play|angeeks|PlayDrone|slideme,1
1763,google play|angeeks|PlayDrone|slideme|1mobile,2
1764,google play|angeeks|VirusShare,1
1765,google play|angeeks|VirusShare|appchina,1
1766,google play|angeeks|anzhi|PlayDrone,1
1767,google play|angeeks|anzhi|appchina,1
1768,google play|angeeks|apk_bang,1
1769,google play|angeeks|appchina,55
1770,google play|angeeks|appchina|1mobile,2
1771,google play|angeeks|appchina|1mobile|PlayDrone,2
1772,google play|angeeks|appchina|PlayDrone,9
1773,google play|angeeks|appchina|PlayDrone|1mobile,1
1774,google play|angeeks|appchina|PlayDrone|proandroid,1
1775,google play|angeeks|appchina|anzhi,6
1776,google play|angeeks|appchina|proandroid,1
1777,google play|angeeks|freewarelovers,2
1778,google play|angeeks|freewarelovers|PlayDrone,1
1779,google play|angeeks|proandroid,2
1780,google play|angeeks|proandroid|PlayDrone|slideme,1
1781,google play|angeeks|slideme,3
1782,google play|angeeks|slideme|PlayDrone,1
1783,google play|angeeks|slideme|VirusShare|appchina,1
1784,google play|angeeks|slideme|appchina,2
1785,google play|angeeks|slideme|appchina|1mobile|PlayDrone,1
1786,google play|anzhi,1686
1787,google play|anzhi|1mobile,6
1788,google play|anzhi|1mobile|PlayDrone,1
1789,google play|anzhi|1mobile|PlayDrone|appchina,1
1790,google play|anzhi|1mobile|appchina,3
1791,google play|anzhi|1mobile|mi.com|PlayDrone,1
1792,google play|anzhi|PlayDrone,1056
