,markets,count
1325,google play|VirusShare|PlayDrone|anzhi,1
1326,torrents|1mobile|appchina|anzhi,1
1327,google play|anzhi|mi.com|appchina|PlayDrone,1
1328,proandroid|anzhi|google play|appchina|1mobile,1
1329,google play|VirusShare|PlayDrone|slideme,1
1330,google play|VirusShare|angeeks,1
1331,google play|VirusShare|angeeks|anzhi|appchina,1
1332,google play|slideme|angeeks,1
1333,proandroid|anzhi|appchina|google play,1
1334,google play|anzhi|hiapk|appchina,1
1335,google play|anzhi|hiapk,1
1336,google play|VirusShare|anzhi|PlayDrone,1
1337,proandroid|anzhi|angeeks,1
1338,google play|VirusShare|anzhi|appchina|PlayDrone,1
1339,google play|anzhi|freewarelovers,1
1340,google play|angeeks|PlayDrone|appchina|1mobile,1
1341,google play|angeeks|PlayDrone|appchina|anzhi,1
1342,google play|proandroid|1mobile|PlayDrone,1
1343,proandroid|1mobile|freewarelovers|angeeks,1
1344,proandroid|1mobile|google play|appchina,1
1345,proandroid|1mobile|google play|PlayDrone|appchina,1
1346,google play|angeeks|proandroid|PlayDrone|slideme,1
1347,google play|anzhi|VirusShare|slideme,1
1348,proandroid|1mobile|google play|PlayDrone|angeeks|appchina,1
1349,google play|angeeks|slideme|PlayDrone,1
1350,google play|angeeks|slideme|VirusShare|appchina,1
1351,google play|angeeks|slideme|appchina|1mobile|PlayDrone,1
1352,google play|anzhi|1mobile|PlayDrone,1
1353,proandroid|1mobile|freewarelovers|google play|slideme,1
1354,google play|anzhi|1mobile|PlayDrone|appchina,1
1355,google play|anzhi|PlayDrone|slideme,1
1356,google play|unknown|appchina,1
1357,google play|angeeks|PlayDrone|appchina|anzhi|1mobile,1
1358,proandroid|1mobile|appchina|google play|PlayDrone,1
1359,torrents|PlayDrone|google play|angeeks|appchina,1
1360,google play|anzhi|1mobile|mi.com|PlayDrone,1
1361,torrents|appchina|1mobile|anzhi,1
1362,google play|anzhi|PlayDrone|hiapk,1
1363,google play|anzhi|PlayDrone|VirusShare,1
1364,proandroid|1mobile|appchina|PlayDrone|google play|anzhi,1
1365,proandroid|1mobile|angeeks|google play|PlayDrone,1
1366,proandroid|1mobile|VirusShare,1
1367,google play|anzhi|PlayDrone|appchina|mi.com,1
1368,google play|anzhi|PlayDrone|VirusShare|appchina,1
1369,google play|anzhi|PlayDrone|appchina|angeeks,1
1370,google play|anzhi|angeeks|1mobile|PlayDrone,1
1371,google play|slideme|proandroid|1mobile,1
1372,torrents|PlayDrone|google play|angeeks,1
1373,google play|angeeks|freewarelovers|PlayDrone,1
1374,google play|slideme|appchina|proandroid,1
1375,google play|anzhi|appchina|1mobile,1
1376,google play|slideme|fdroid,1
1377,google play|angeeks|PlayDrone|mi.com|appchina,1
1378,google play|angeeks|PlayDrone|slideme,1
1379,proandroid|PlayDrone|google play|slideme|1mobile,1
1380,google play|slideme|proandroid,1
1381,google play|angeeks|VirusShare,1
1382,google play|angeeks|VirusShare|appchina,1
1383,google play|angeeks|anzhi|PlayDrone,1
1384,google play|anzhi|angeeks|appchina|PlayDrone,1
1385,google play|angeeks|anzhi|appchina,1
1386,proandroid|PlayDrone|google play|appchina|anzhi|1mobile,1
1387,google play|angeeks|apk_bang,1
1388,proandroid|PlayDrone|google play|1mobile,1
1389,google play|anzhi|angeeks|appchina|1mobile,1
1390,torrents|appchina|1mobile,1
1391,google play|angeeks|appchina|PlayDrone|1mobile,1
1392,proandroid|PlayDrone|freewarelovers|angeeks|google play|slideme,1
1393,google play|angeeks|appchina|PlayDrone|proandroid,1
1394,proandroid|1mobile|slideme|angeeks|appchina,1
1395,google play|anzhi|angeeks|appchina,1
1396,proandroid|1mobile|slideme|angeeks,1
1397,proandroid|1mobile|google play|hiapk|PlayDrone,1
1398,google play|angeeks|appchina|proandroid,1
1399,proandroid|appchina|google play|PlayDrone,1
1400,google play|slideme|PlayDrone|angeeks,1
1401,google play|anzhi|proandroid|mi.com,1
1402,torrents|google play|angeeks|PlayDrone,1
1403,google play|proandroid|PlayDrone|appchina,1
1404,google play|PlayDrone|angeeks|anzhi|appchina,1
1405,google play|proandroid|PlayDrone|appchina|1mobile,1
1406,proandroid|slideme|google play|PlayDrone|angeeks,1
1407,torrents|google play|angeeks|appchina|PlayDrone,1
1408,google play|PlayDrone|angeeks|appchina|1mobile|proandroid,1
1409,google play|appchina|PlayDrone|angeeks|anzhi,1
1410,proandroid|slideme|google play|PlayDrone|1mobile,1
1411,google play|appchina|PlayDrone|angeeks|VirusShare,1
1412,google play|PlayDrone|angeeks|freewarelovers,1
1413,google play|PlayDrone|angeeks|mi.com,1
1414,google play|proandroid|PlayDrone|slideme|freewarelovers,1
1415,google play|proandroid|VirusShare,1
1416,google play|PlayDrone|slideme|freewarelovers,1
1417,google play|proandroid|anzhi|slideme,1
1418,google play|PlayDrone|angeeks|torrents,1
1419,google play|appchina|PlayDrone|1mobile|anzhi,1
1420,proandroid|slideme|freewarelovers|VirusShare,1
1421,proandroid|slideme|appchina|google play,1
1422,google play|PlayDrone|anzhi|1mobile|appchina,1
1423,proandroid|slideme|appchina|mi.com|anzhi,1
1424,proandroid|slideme|appchina|anzhi|google play,1
1425,proandroid|slideme|appchina|1mobile,1
1426,google play|PlayDrone|anzhi|angeeks|appchina,1
1427,proandroid|slideme|appchina,1
1428,google play|appchina|1mobile|slideme|PlayDrone|proandroid,1
1429,slideme|torrents,1
1430,google play|appchina|PlayDrone|anzhi|VirusShare,1
1431,google play|PlayDrone|VirusShare|proandroid|1mobile,1
1432,google play|PlayDrone|VirusShare|appchina|mi.com,1
1433,google play|proandroid|1mobile|appchina,1
1434,slideme|PlayDrone|angeeks|appchina|google play,1
1435,slideme|PlayDrone|1mobile|proandroid|google play,1
1436,google play|proandroid|1mobile|slideme|PlayDrone,1
1437,torrents|anzhi|angeeks|appchina,1
1438,google play|PlayDrone|1mobile|VirusShare,1
1439,slideme|proandroid|torrents,1
1440,slideme|1mobile|proandroid|freewarelovers,1
1441,slideme|1mobile|proandroid|angeeks,1
1442,slideme|1mobile|proandroid|PlayDrone|google play,1
1443,slideme|1mobile|google play|appchina,1
1444,google play|PlayDrone|1mobile|freewarelovers|appchina,1
1445,slideme|1mobile|google play|angeeks,1
1446,slideme|1mobile|freewarelovers,1
1447,google play|PlayDrone|1mobile|hiapk|appchina,1
1448,google play|appchina|PlayDrone|hiapk|angeeks,1
1449,google play|proandroid|PlayDrone|angeeks|freewarelovers|slideme,1
1450,google play|appchina|PlayDrone|anzhi|mi.com,1
1451,slideme|1mobile|angeeks|google play|proandroid|PlayDrone,1
1452,slideme|1mobile|angeeks|appchina,1
1453,slideme|1mobile|PlayDrone|google play|angeeks|appchina,1
1454,slideme|1mobile|PlayDrone|angeeks|proandroid|google play,1
1455,proandroid|1mobile|PlayDrone|appchina|google play,1
1456,google play|appchina|PlayDrone|anzhi|angeeks,1
1457,google play|PlayDrone|VirusShare|appchina|anzhi,1
1458,google play|appchina|1mobile|slideme,1
1459,google play|PlayDrone|anzhi|appchina|mi.com,1
1460,proandroid|slideme|PlayDrone|1mobile|google play,1
1461,google play|proandroid|slideme|1mobile,1
1462,proandroid|google play|1mobile|appchina,1
1463,google play|PlayDrone|mi.com|appchina|anzhi,1
1464,google play|slideme|1mobile|PlayDrone,1
1465,google play|slideme|1mobile|angeeks,1
1466,torrents|apk_bang,1
1467,proandroid|google play|1mobile|VirusShare,1
1468,google play|apk_bang|appchina|proandroid|anzhi,1
1469,google play|PlayDrone|proandroid|1mobile,1
1470,google play|PlayDrone|proandroid|angeeks,1
1471,google play|PlayDrone|proandroid|appchina,1
1472,google play|slideme|1mobile|appchina,1
1473,proandroid|google play|1mobile|PlayDrone,1
1474,proandroid|hiapk|PlayDrone|google play,1
1475,proandroid|freewarelovers|slideme,1
1476,google play|apk_bang|VirusShare|anzhi|angeeks|appchina,1
1477,google play|apk_bang|PlayDrone,1
1478,google play|apk_bang,1
1479,proandroid|freewarelovers|google play|angeeks|appchina,1
1480,google play|anzhi|slideme|PlayDrone|appchina,1
1481,proandroid|appchina|google play|slideme,1
1482,torrents|freewarelovers|VirusShare,1
1483,proandroid|appchina|google play|VirusShare|hiapk,1
1484,google play|PlayDrone|slideme|anzhi,1
1485,google play|PlayDrone|slideme|anzhi|1mobile|appchina,1
1486,proandroid|appchina|google play|VirusShare,1
1487,proandroid|google play|1mobile|appchina|angeeks,1
1488,proandroid|google play|PlayDrone|1mobile,1
1489,proandroid|slideme|1mobile|angeeks,1
1490,google play|PlayDrone|hiapk|appchina|anzhi,1
1491,google play|PlayDrone|apk_bang,1
1492,torrents|google play|1mobile|PlayDrone,1
1493,google play|appchina|1mobile|proandroid,1
1494,google play|appchina|1mobile|mi.com,1
1495,proandroid|google play|freewarelovers|appchina,1
1496,google play|PlayDrone|appchina|1mobile|proandroid,1
1497,google play|appchina|1mobile|anzhi|PlayDrone,1
1498,proandroid|google play|freewarelovers|1mobile|PlayDrone,1
1499,google play|proandroid|appchina|anzhi,1
1500,google play|appchina|1mobile|angeeks|proandroid,1
1501,google play|PlayDrone|appchina|anzhi|mi.com,1
1502,proandroid|google play|freewarelovers,1
1503,proandroid|google play|appchina|1mobile,1
1504,google play|PlayDrone|appchina|hiapk|anzhi,1
1505,proandroid|google play|VirusShare,1
1506,google play|appchina|1mobile|PlayDrone|slideme,1
1507,proandroid|google play|PlayDrone|slideme|1mobile,1
1508,google play|appchina|1mobile|PlayDrone|anzhi,1
1509,google play|PlayDrone|appchina|proandroid,1
1510,proandroid|google play|PlayDrone|appchina,1
1511,google play|PlayDrone|appchina|slideme|angeeks,1
1512,proandroid|google play|PlayDrone|angeeks,1
1513,proandroid|google play|PlayDrone|1mobile|appchina,1
1514,google play|PlayDrone|freewarelovers|1mobile,1
1515,google play|proandroid|appchina|slideme|PlayDrone,1
1516,proandroid|anzhi|slideme|appchina|google play,1
1517,appchina|anzhi|PlayDrone|google play|mi.com,1
1518,mi.com|PlayDrone|google play|appchina|anzhi,1
1519,PlayDrone|slideme|proandroid|google play,1
1520,VirusShare|PlayDrone|google play|anzhi,1
1521,VirusShare|PlayDrone|google play|angeeks,1
1522,VirusShare|PlayDrone|google play|1mobile,1
1523,VirusShare|PlayDrone|mi.com|google play,1
1524,VirusShare|PlayDrone|anzhi|google play|appchina,1
1525,VirusShare|1mobile|google play|appchina,1
1526,VirusShare|1mobile|google play|anzhi|PlayDrone,1
1527,VirusShare|1mobile|google play|PlayDrone,1
1528,VirusShare|1mobile|appchina|google play,1
1529,PlayDrone|slideme|proandroid|google play|1mobile,1
1530,PlayDrone|slideme|google play|proandroid|1mobile,1
1531,angeeks|google play|appchina|1mobile,1
1532,PlayDrone|slideme|google play|anzhi|angeeks,1
1533,PlayDrone|slideme|google play|angeeks|1mobile,1
1534,PlayDrone|slideme|freewarelovers|google play|proandroid|angeeks,1
1535,PlayDrone|slideme|anzhi|google play,1
1536,PlayDrone|slideme|VirusShare|google play,1
1537,PlayDrone|slideme|1mobile|google play|appchina,1
1538,PlayDrone|proandroid|google play|slideme,1
1539,PlayDrone|proandroid|google play|appchina,1
1540,PlayDrone|proandroid|google play|anzhi,1
1541,PlayDrone|proandroid|google play|angeeks,1
1542,VirusShare|angeeks|1mobile|google play,1
1543,VirusShare|angeeks|PlayDrone|1mobile|google play|appchina,1
1544,VirusShare|angeeks|PlayDrone|google play,1
1545,VirusShare|angeeks|freewarelovers,1
1546,VirusShare|appchina|mi.com|anzhi,1
1547,VirusShare|appchina|hiapk,1
1548,VirusShare|appchina|genome,1
1549,VirusShare|appchina|freewarelovers,1
1550,VirusShare|appchina|apk_bang,1
1551,VirusShare|appchina|anzhi|google play,1
1552,VirusShare|appchina|anzhi|PlayDrone|google play,1
1553,VirusShare|appchina|angeeks|anzhi,1
1554,VirusShare|appchina|PlayDrone|google play|anzhi,1
1555,VirusShare|appchina|PlayDrone|google play|angeeks,1
1556,VirusShare|appchina|PlayDrone|google play|1mobile,1
1557,VirusShare|appchina|1mobile,1
1558,VirusShare|apk_bang|appchina|angeeks,1
1559,VirusShare|anzhi|google play|PlayDrone,1
1560,VirusShare|anzhi|google play,1
1561,VirusShare|anzhi|mi.com|appchina,1
1562,VirusShare|anzhi|appchina|google play|angeeks,1
1563,VirusShare|anzhi|appchina|angeeks,1
1564,VirusShare|anzhi|PlayDrone|google play,1
1565,VirusShare|anzhi|1mobile,1
1566,VirusShare|angeeks|google play|1mobile|appchina|PlayDrone,1
1567,PlayDrone|proandroid|google play|1mobile,1
1568,PlayDrone|proandroid|appchina|google play,1
1569,PlayDrone|proandroid|angeeks|1mobile|google play,1
1570,PlayDrone|google play|anzhi|angeeks|mi.com,1
1571,PlayDrone|google play|angeeks|slideme,1
1572,PlayDrone|google play|angeeks|fdroid,1
1573,PlayDrone|google play|angeeks|anzhi,1
1574,PlayDrone|google play|VirusShare|slideme,1
1575,PlayDrone|google play|VirusShare|appchina|proandroid|1mobile|angeeks,1
1576,PlayDrone|google play|VirusShare|anzhi|appchina,1
1577,PlayDrone|google play|VirusShare|anzhi,1
1578,PlayDrone|google play|1mobile|torrents,1
1579,PlayDrone|google play|1mobile|proandroid,1
1580,PlayDrone|google play|1mobile|freewarelovers,1
1581,PlayDrone|google play|1mobile|appchina|anzhi,1
1582,PlayDrone|google play|1mobile|appchina|angeeks,1
1583,PlayDrone|google play|1mobile|angeeks|torrents,1
1584,PlayDrone|mi.com|google play|slideme|appchina,1
1585,PlayDrone|mi.com|appchina|anzhi|google play,1
1586,PlayDrone|mi.com|appchina,1
1587,PlayDrone|mi.com|anzhi|google play|slideme,1
1588,PlayDrone|mi.com|anzhi|google play|appchina,1
1589,PlayDrone|mi.com|anzhi,1
1590,PlayDrone|mi.com|VirusShare|google play,1
1591,PlayDrone|mi.com|1mobile|google play,1
1592,PlayDrone|google play|anzhi|angeeks|VirusShare,1
1593,PlayDrone|google play|anzhi|appchina|1mobile,1
1594,PlayDrone|google play|unknown,1
1595,PlayDrone|google play|anzhi|appchina|VirusShare,1
1596,PlayDrone|google play|slideme|mi.com,1
1597,PlayDrone|google play|slideme|anzhi|appchina,1
1598,PlayDrone|google play|slideme|angeeks|proandroid,1
1599,PlayDrone|google play|proandroid|slideme,1
1600,PlayDrone|google play|proandroid|appchina|1mobile,1
1601,PlayDrone|google play|mi.com|slideme,1
1602,PlayDrone|google play|mi.com|anzhi|appchina,1
1603,PlayDrone|google play|mi.com|VirusShare,1
1604,PlayDrone|google play|freewarelovers|appchina|1mobile,1
1605,PlayDrone|google play|freewarelovers|appchina,1
1606,PlayDrone|google play|freewarelovers|angeeks,1
1607,PlayDrone|google play|freewarelovers|1mobile,1
1608,PlayDrone|google play|fdroid,1
1609,PlayDrone|google play|appchina|slideme|anzhi,1
1610,PlayDrone|google play|appchina|anzhi|VirusShare,1
1611,PlayDrone|google play|appchina|anzhi|1mobile,1
1612,PlayDrone|google play|appchina|angeeks|proandroid,1
1613,PlayDrone|google play|appchina|1mobile|anzhi|angeeks,1
1614,PlayDrone|google play|anzhi|appchina|mi.com|angeeks,1
1615,PlayDrone|google play|anzhi|appchina|mi.com,1
1616,PlayDrone|google play|anzhi|appchina|angeeks,1
1617,VirusShare|appchina|google play|PlayDrone,1
1618,VirusShare|appchina|google play|angeeks|freewarelovers,1
1619,VirusShare|appchina|google play|anzhi,1
1620,angeeks|appchina|proandroid|google play|anzhi,1
1621,angeeks|appchina|proandroid,1
1622,angeeks|appchina|google play|proandroid,1
1623,angeeks|appchina|google play|PlayDrone|1mobile,1
1624,angeeks|appchina|google play|1mobile|PlayDrone,1
1625,angeeks|appchina|google play|1mobile,1
1626,angeeks|appchina|PlayDrone|1mobile|google play,1
1627,angeeks|appchina|1mobile|apk_bang|google play,1
1628,angeeks|anzhi|google play|PlayDrone,1
1629,angeeks|anzhi|mi.com|appchina,1
1630,angeeks|anzhi|appchina|google play|freewarelovers,1
1631,angeeks|anzhi|appchina|PlayDrone|google play,1
1632,angeeks|anzhi|VirusShare|appchina|PlayDrone|google play,1
1633,angeeks|anzhi|PlayDrone|google play|appchina,1
1634,angeeks|VirusShare|google play|appchina|PlayDrone,1
1635,angeeks|VirusShare|mi.com|appchina,1
1636,angeeks|VirusShare|genome,1
1637,angeeks|VirusShare|freewarelovers,1
1638,angeeks|VirusShare|appchina|google play,1
1639,angeeks|VirusShare|appchina|anzhi,1
1640,angeeks|VirusShare|anzhi|appchina,1
1641,angeeks|VirusShare|1mobile|appchina,1
1642,angeeks|appchina|proandroid|1mobile,1
1643,angeeks|appchina|slideme|anzhi,1
1644,angeeks|PlayDrone|google play|slideme|freewarelovers,1
1645,angeeks|appchina|torrents|PlayDrone|google play,1
1646,angeeks|google play|anzhi|appchina|PlayDrone,1
1647,angeeks|google play|PlayDrone|proandroid|appchina,1
1648,angeeks|google play|PlayDrone|proandroid,1
1649,angeeks|google play|PlayDrone|hiapk,1
1650,angeeks|google play|PlayDrone|anzhi|appchina,1
1651,angeeks|google play|PlayDrone|1mobile|appchina,1
1652,angeeks|google play|1mobile|proandroid,1
1653,angeeks|google play|1mobile|appchina|PlayDrone,1
1654,angeeks|google play|1mobile|appchina,1
1655,angeeks|google play|1mobile|PlayDrone|appchina,1
1656,angeeks|google play|1mobile|PlayDrone|anzhi|appchina,1
1657,angeeks|mi.com|appchina|anzhi,1
1658,angeeks|mi.com|anzhi|google play|PlayDrone,1
1659,angeeks|hiapk|PlayDrone|google play|1mobile|appchina,1
1660,angeeks|genome|VirusShare,1
1661,angeeks|freewarelovers|google play|appchina|1mobile,1
1662,angeeks|freewarelovers|google play|appchina,1
1663,angeeks|freewarelovers|google play,1
1664,angeeks|freewarelovers|1mobile|google play|PlayDrone,1
1665,angeeks|freewarelovers|1mobile|appchina,1
1666,angeeks|appchina|torrents|freewarelovers,1
1667,angeeks|PlayDrone|torrents|google play,1
1668,angeeks|PlayDrone|google play|slideme|1mobile,1
1669,VirusShare|freewarelovers|angeeks,1
1670,VirusShare|slideme|appchina|google play,1
1671,VirusShare|proandroid|anzhi,1
1672,VirusShare|praguard,1
1673,VirusShare|google play|slideme,1
1674,VirusShare|google play|proandroid|1mobile|PlayDrone,1
1675,VirusShare|google play|proandroid,1
1676,VirusShare|google play|freewarelovers|appchina,1
1677,VirusShare|google play|anzhi|mi.com|appchina,1
1678,VirusShare|google play|anzhi|PlayDrone|appchina,1
1679,VirusShare|google play|angeeks,1
1680,VirusShare|google play|PlayDrone|slideme,1
1681,VirusShare|google play|PlayDrone|mi.com,1
1682,VirusShare|google play|PlayDrone|angeeks,1
1683,VirusShare|google play|1mobile|appchina,1
1684,VirusShare|mi.com|google play,1
1685,VirusShare|mi.com|anzhi|google play,1
1686,VirusShare|hiapk|google play,1
1687,VirusShare|hiapk|anzhi|google play|appchina,1
1688,VirusShare|hiapk|anzhi,1
1689,VirusShare|hiapk|angeeks,1
1690,VirusShare|genome|appchina,1
1691,VirusShare|freewarelovers|torrents,1
1692,VirusShare|proandroid|google play,1
1693,VirusShare|slideme|freewarelovers,1
1694,angeeks|PlayDrone|google play|mi.com,1
1695,VirusShare|slideme|google play,1
1696,angeeks|PlayDrone|google play|freewarelovers|appchina,1
1697,angeeks|PlayDrone|google play|appchina|slideme,1
1698,angeeks|PlayDrone|google play|appchina|anzhi,1
1699,angeeks|PlayDrone|appchina|google play|anzhi,1
1700,angeeks|PlayDrone|appchina|mi.com|anzhi|google play,1
1701,angeeks|PlayDrone|appchina|1mobile|google play,1
1702,angeeks|PlayDrone|anzhi|appchina|google play,1
1703,angeeks|1mobile|torrents|anzhi,1
1704,angeeks|1mobile|slideme|google play|PlayDrone,1
1705,angeeks|1mobile|proandroid|google play|PlayDrone|slideme,1
1706,angeeks|1mobile|proandroid|freewarelovers,1
1707,angeeks|1mobile|google play|slideme|proandroid|PlayDrone,1
1708,angeeks|1mobile|google play|hiapk,1
1709,angeeks|1mobile|google play|appchina|PlayDrone,1
1710,angeeks|1mobile|freewarelovers|proandroid|slideme,1
1711,angeeks|1mobile|fdroid,1
1712,angeeks|1mobile|appchina|PlayDrone|google play,1
1713,angeeks|1mobile|anzhi|google play,1
1714,angeeks|1mobile|PlayDrone|appchina|google play,1
1715,angeeks|1mobile|PlayDrone|anzhi|appchina|google play,1
1716,VirusShare|unknown|anzhi,1
1717,PlayDrone|hiapk|google play|appchina|anzhi,1
1718,PlayDrone|hiapk|appchina|google play,1
1719,PlayDrone|freewarelovers|google play|slideme|angeeks,1
1720,1mobile|google play|PlayDrone|appchina|hiapk,1
1721,1mobile|google play|PlayDrone|anzhi|angeeks|appchina,1
1722,1mobile|google play|PlayDrone|anzhi,1
1723,1mobile|google play|PlayDrone|VirusShare,1
1724,1mobile|mi.com|proandroid|appchina|angeeks|VirusShare,1
1725,1mobile|mi.com|google play|appchina|PlayDrone,1
1726,1mobile|mi.com|appchina|google play|anzhi,1
1727,1mobile|mi.com|appchina|google play|PlayDrone,1
1728,1mobile|mi.com|appchina|VirusShare|google play,1
1729,1mobile|mi.com|anzhi,1
1730,1mobile|hiapk|appchina|google play,1
1731,1mobile|hiapk|PlayDrone|google play|anzhi,1
1732,1mobile|hiapk,1
1733,1mobile|freewarelovers|slideme|appchina,1
1734,1mobile|freewarelovers|slideme,1
1735,1mobile|freewarelovers|google play,1
1736,1mobile|freewarelovers|angeeks|PlayDrone|google play,1
1737,1mobile|appchina|slideme,1
1738,1mobile|appchina|proandroid|google play|slideme,1
1739,1mobile|appchina|google play|freewarelovers,1
1740,1mobile|appchina|google play|anzhi|PlayDrone,1
1741,1mobile|appchina|google play|angeeks|anzhi|PlayDrone,1
1742,1mobile|google play|PlayDrone|anzhi|appchina,1
1743,1mobile|google play|PlayDrone|freewarelovers,1
1744,1mobile|appchina|google play|PlayDrone|proandroid,1
1745,1mobile|google play|PlayDrone|proandroid|slideme,1
1746,1mobile|google play|proandroid|PlayDrone,1
1747,1mobile|google play|hiapk|appchina|PlayDrone,1
1748,1mobile|google play|appchina|slideme,1
1749,1mobile|google play|appchina|hiapk,1
1750,1mobile|google play|appchina|freewarelovers|anzhi,1
1751,1mobile|google play|appchina|freewarelovers|PlayDrone,1
1752,1mobile|google play|appchina|anzhi,1
1753,1mobile|google play|appchina|angeeks,1
1754,1mobile|google play|appchina|PlayDrone|slideme,1
1755,1mobile|google play|appchina|PlayDrone|anzhi|VirusShare,1
1756,1mobile|google play|appchina|PlayDrone|anzhi,1
1757,1mobile|google play|anzhi|appchina,1
1758,1mobile|google play|anzhi|angeeks|mi.com|PlayDrone,1
1759,1mobile|google play|anzhi|PlayDrone,1
1760,1mobile|google play|angeeks|appchina,1
1761,1mobile|google play|angeeks|anzhi|PlayDrone,1
1762,1mobile|google play|angeeks|PlayDrone|appchina,1
1763,1mobile|google play|VirusShare|appchina|PlayDrone,1
1764,1mobile|google play|VirusShare|appchina,1
1765,1mobile|google play|VirusShare|PlayDrone|appchina,1
1766,1mobile|google play|VirusShare|PlayDrone,1
1767,1mobile|appchina|google play|VirusShare,1
1768,1mobile|appchina|mi.com|anzhi,1
1769,1mobile|google play|proandroid|appchina,1
1770,1mobile|angeeks|anzhi|slideme,1
1771,1mobile|angeeks|anzhi,1
1772,1mobile|angeeks|PlayDrone|google play|appchina,1
1773,1mobile|VirusShare|slideme|angeeks,1
1774,1mobile|VirusShare|proandroid|appchina,1
1775,1mobile|VirusShare|proandroid|PlayDrone|appchina|google play,1
1776,1mobile|VirusShare|google play|angeeks|appchina,1
1777,1mobile|VirusShare|PlayDrone|google play,1
1778,1mobile|PlayDrone|proandroid|google play|slideme,1
1779,1mobile|PlayDrone|proandroid|google play,1
1780,1mobile|PlayDrone|google play|slideme|angeeks,1
1781,1mobile|PlayDrone|google play|freewarelovers,1
1782,1mobile|PlayDrone|google play|appchina|proandroid,1
1783,1mobile|PlayDrone|google play|appchina|angeeks,1
1784,1mobile|PlayDrone|google play|VirusShare,1
1785,1mobile|PlayDrone|freewarelovers|appchina|google play,1
1786,1mobile|PlayDrone|appchina|slideme|google play,1
1787,1mobile|PlayDrone|appchina|google play|proandroid,1
1788,1mobile|PlayDrone|appchina|google play|VirusShare|angeeks|anzhi,1
1789,1mobile|PlayDrone|anzhi|google play|appchina,1
1790,1mobile|PlayDrone|angeeks|google play|proandroid|appchina,1
1791,1mobile|PlayDrone|VirusShare|appchina|angeeks|google play,1
1792,1mobile|angeeks|anzhi|google play,1
1793,1mobile|angeeks|appchina|PlayDrone|google play,1
1794,1mobile|appchina|anzhi|angeeks|google play,1
1795,1mobile|angeeks|appchina|google play|hiapk|PlayDrone,1
1796,1mobile|appchina|angeeks|google play,1
1797,1mobile|appchina|VirusShare|google play|PlayDrone,1
1798,1mobile|appchina|PlayDrone|google play|anzhi,1
1799,1mobile|appchina|PlayDrone|google play|angeeks,1
1800,1mobile|appchina|PlayDrone|apk_bang|anzhi|google play,1
1801,1mobile|appchina|PlayDrone|anzhi|google play,1
1802,1mobile|appchina|PlayDrone|angeeks|google play|anzhi,1
1803,1mobile|anzhi|torrents|appchina,1
1804,1mobile|anzhi|google play|appchina|PlayDrone,1
1805,1mobile|anzhi|google play|appchina,1
1806,1mobile|anzhi|google play|angeeks,1
1807,1mobile|anzhi|appchina|google play|PlayDrone,1
1808,1mobile|anzhi|appchina|VirusShare,1
1809,1mobile|anzhi|angeeks,1
1810,1mobile|angeeks|torrents,1
1811,1mobile|angeeks|slideme|proandroid,1
1812,1mobile|angeeks|proandroid,1
1813,1mobile|angeeks|google play|appchina|PlayDrone,1
1814,1mobile|angeeks|google play|anzhi|PlayDrone|appchina,1
1815,1mobile|angeeks|google play|PlayDrone|appchina,1
1816,1mobile|angeeks|freewarelovers,1
1817,1mobile|google play|proandroid|PlayDrone|slideme|angeeks,1
1818,1mobile|google play|proandroid|appchina|PlayDrone,1
1819,PlayDrone|freewarelovers|google play|1mobile,1
1820,PlayDrone|anzhi|google play|appchina|angeeks,1
1821,PlayDrone|anzhi|google play|angeeks|appchina,1
1822,PlayDrone|anzhi|google play|VirusShare,1
1823,PlayDrone|anzhi|google play|1mobile|appchina,1
1824,PlayDrone|anzhi|google play|1mobile|VirusShare,1
1825,PlayDrone|anzhi|mi.com|appchina|google play,1
1826,PlayDrone|anzhi|appchina|google play|mi.com,1
1827,PlayDrone|anzhi|appchina|google play|angeeks,1
1828,PlayDrone|anzhi|appchina|mi.com|google play,1
1829,PlayDrone|anzhi|appchina|angeeks|google play,1
1830,PlayDrone|anzhi|VirusShare|google play,1
1831,PlayDrone|anzhi|1mobile|google play|appchina,1
1832,PlayDrone|anzhi|1mobile|appchina|google play,1
1833,PlayDrone|anzhi|1mobile,1
1834,PlayDrone|angeeks|slideme|google play|1mobile,1
1835,PlayDrone|angeeks|slideme|google play,1
1836,PlayDrone|angeeks|google play|torrents,1
1837,PlayDrone|angeeks|google play|slideme,1
1838,PlayDrone|angeeks|google play|proandroid|1mobile,1
1839,PlayDrone|angeeks|google play|freewarelovers|1mobile,1
1840,PlayDrone|angeeks|google play|appchina|anzhi|1mobile,1
1841,PlayDrone|angeeks|freewarelovers|google play,1
1842,PlayDrone|anzhi|google play|appchina|1mobile,1
1843,PlayDrone|anzhi|google play|appchina|hiapk,1
1844,PlayDrone|angeeks|appchina|google play|1mobile,1
1845,PlayDrone|anzhi|google play|appchina|mi.com,1
1846,PlayDrone|freewarelovers|angeeks|google play,1
1847,PlayDrone|appchina|torrents|google play,1
1848,PlayDrone|appchina|slideme|google play|proandroid,1
1849,PlayDrone|appchina|slideme|hiapk|google play,1
1850,PlayDrone|appchina|proandroid|google play,1
1851,PlayDrone|appchina|proandroid|freewarelovers|google play,1
1852,PlayDrone|appchina|google play|anzhi|angeeks,1
1853,PlayDrone|appchina|google play|VirusShare|anzhi,1
1854,PlayDrone|appchina|google play|1mobile|freewarelovers,1
